message	priority	matched_groups	matched_keywords	matched_keyword	registry_identity_status	registry_identity_missing	serializer_status	serializer_blockers	structural_status	capture_status	blocker	source
TreasureHunt_UpdateSceneTreasurePointVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
TreasureHunt_StartExcavatingVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TreasureHunt_ExcavatingResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationExAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationExModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
NavigationEx_RequestSurveyVtial	2	quest	quest	quest	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationEx_AddSurveyDataVtial	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
NavigationEx_RemoveSurveyDataVtial	1	move/position/teleport	move	move	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationEx_StartSalvaging	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationEx_EndSalvaging	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationEx_EnterInstanceVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NavigationEx_UseAddingMoraleItemResultVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NPCAppearAttr	1	actor/npc/monster	npc	npc	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NPCAppearModule_Client	1	actor/npc/monster	npc	npc	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	IMAGE
UpdateNPCAppearVital	1	combat/damage/hp/vital | actor/npc/monster	vital | npc	vital | npc	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BkDisplayModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | indirect_call_not_proven_serializer_slot | pe_security_cookie_failure_path_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | indirect_call_not_proven_serializer_slot | pe_security_cookie_failure_path_wire_effect_unproved	IMAGE
ActorEffectsModule_Client	1	actor/npc/monster	actor	actor	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
CWebGMModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
CWebGMVital_GSGC	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
CTimerMessageVital_GSGC	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CTextFileDataVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
FPSTestModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NPCVoiceModule	1	actor/npc/monster	npc	npc	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NPCTalkModule	1	actor/npc/monster	npc	npc	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemTransformModule_Client	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemTransformRequsetVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemTransformResponseVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
NoviceModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
TranslatePortalModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
OpenTranslatePortalUI	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TranslatePortalVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TranslatePortalVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
SystemGiftAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
SystemGiftModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_AskForSystemGiftVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
GSCN_RetieiveSystemGiftVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CFightMsgVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActionVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActionPickVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActionItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CHitResult	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
CMissileHitResult	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
CShotMissileVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CKnockdownVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CSkillAttr	2	skill/buff	skill	skill	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CSkillModule	2	skill/buff	skill	skill	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CLearnSkillVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CLearnSkillResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_multi_register_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
CRevertSkilltVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CutinModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
StallModule_Client	2	shop/trade/stall	stall	stall	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot	IMAGE
StallStartVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved	IMAGE
StallOpenVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved	IMAGE
StallOperateVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
StallActorAttr	1	actor/npc/monster	actor	actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ChangeFeatureModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
ChangeFeatureVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ChangeFeatureVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TotalCCULog_Module	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PcProtocol	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PcProtocolProxy	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PcThreadRunObject	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
