n_ID	s_NAME	n_TYPE	n_EQUIPTYPE	n_MOB_RANK	n_LEVEL_MIN	n_LEVEL_MAX	n_WEIGHT	n_EFFECT	n_ADDITIONAL_LEVEL	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
10760	傳奇	1	130943	478	1	255	10	20760	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10761	傳奇	1	130943	478	1	255	10	20761	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10762	傳奇	1	130943	478	1	255	10	20762	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10763	傳奇	1	130943	478	1	255	10	20763	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10764	傳奇	1	130943	478	1	255	10	20764	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10765	傳奇	1	130943	478	1	255	10	20765	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10766	傳奇	1	130943	478	1	255	10	20766	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10767	傳奇	1	130943	478	1	255	10	20767	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10768	傳奇	1	130943	478	1	255	10	20768	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10769	傳奇	1	130943	478	1	255	10	20769	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10770	傳奇	1	130943	478	1	255	10	20770	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10771	傳奇	1	130943	478	1	255	10	20771	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10772	傳奇	1	130943	478	1	255	10	20772	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10773	傳奇	1	130943	478	1	255	20	20773	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10774	傳奇	1	130943	478	1	255	20	20774	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10775	傳奇	1	130943	478	1	255	20	20775	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10776	傳奇	1	130943	478	1	255	20	20776	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10777	傳奇	1	130943	478	1	255	20	20777	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10778	傳奇	1	130943	478	1	255	20	20778	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10779	傳奇	1	130943	478	1	255	20	20779	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10780	傳奇	1	130943	478	1	255	20	20780	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10781	傳奇	1	130943	478	1	255	20	20781	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10782	傳奇	1	130943	478	1	255	20	20782	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10783	傳奇	1	130943	478	1	255	20	20783	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10784	傳奇	1	130943	478	1	255	20	20784	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10785	傳奇	1	130943	478	1	255	20	20785	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10786	傳奇	1	130943	478	1	255	20	20786	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10787	傳奇	1	130943	478	1	255	15	20787	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10788	傳奇	1	130943	478	1	255	15	20788	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10789	傳奇	1	130943	478	1	255	15	20789	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10790	傳奇	1	130943	478	1	255	15	20790	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10791	傳奇	1	130943	478	1	255	15	20791	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10792	傳奇	1	130943	478	1	255	15	20792	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10793	傳奇	1	130943	478	1	255	15	20793	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10794	傳奇	1	130943	478	1	255	15	20794	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10795	傳奇	1	130943	478	1	255	15	20795	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10796	傳奇	1	130943	478	1	255	15	20796	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10797	傳奇	1	130943	478	1	255	15	20797	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10798	傳奇	1	130943	478	1	255	15	20798	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10799	傳奇	1	130943	478	1	255	15	20799	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10800	傳奇	1	130943	478	1	255	15	20800	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10801	傳奇	1	130943	478	1	255	10	20801	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10802	傳奇	1	130943	478	1	255	10	20802	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10803	傳奇	1	130943	478	1	255	10	20803	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10804	傳奇	1	130943	478	1	255	10	20804	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10805	傳奇	1	130943	478	1	255	10	20805	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10806	傳奇	1	130943	478	1	255	10	20806	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10807	傳奇	1	130943	478	1	255	10	20807	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10808	傳奇	1	130943	478	1	255	10	20808	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10809	傳奇	1	130943	478	1	255	10	20809	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10810	傳奇	1	130943	478	1	255	10	20810	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10811	傳奇	1	130943	478	1	255	10	20811	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10812	傳奇	1	130943	478	1	255	10	20812	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10813	傳奇	1	130943	478	1	255	10	20813	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10814	傳奇	1	130943	478	1	255	10	20814	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10815	傳奇	1	130943	478	1	255	20	20815	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10816	傳奇	1	130943	478	1	255	20	20816	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10817	傳奇	1	130943	478	1	255	20	20817	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10818	傳奇	1	130943	478	1	255	20	20818	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10819	傳奇	1	130943	478	1	255	20	20819	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10820	傳奇	1	130943	478	1	255	20	20820	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10821	傳奇	1	130943	478	1	255	20	20821	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10822	傳奇	1	130943	478	1	255	20	20822	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10823	傳奇	1	130943	478	1	255	20	20823	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10824	傳奇	1	130943	478	1	255	20	20824	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10825	傳奇	1	130943	478	1	255	20	20825	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10826	傳奇	1	130943	478	1	255	20	20826	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10827	傳奇	1	130943	478	1	255	20	20827	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10828	傳奇	1	130943	478	1	255	20	20828	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10829	傳奇	1	130943	478	1	255	15	20829	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10830	傳奇	1	130943	478	1	255	15	20830	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10831	傳奇	1	130943	478	1	255	15	20831	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10832	傳奇	1	130943	478	1	255	15	20832	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10833	傳奇	1	130943	478	1	255	15	20833	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10834	傳奇	1	130943	478	1	255	15	20834	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10835	傳奇	1	130943	478	1	255	15	20835	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10836	傳奇	1	130943	478	1	255	15	20836	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10837	傳奇	1	130943	478	1	255	15	20837	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10838	傳奇	1	130943	478	1	255	15	20838	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10839	傳奇	1	130943	478	1	255	15	20839	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10840	傳奇	1	130943	478	1	255	15	20840	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10841	傳奇	1	130943	478	1	255	15	20841	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10842	傳奇	1	130943	478	1	255	15	20842	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10843	傳奇	1	130943	478	1	255	10	20843	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10844	傳奇	1	130943	478	1	255	10	20844	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10845	傳奇	1	130943	478	1	255	10	20845	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10846	傳奇	1	130943	478	1	255	10	20846	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10847	傳奇	1	130943	478	1	255	10	20847	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10848	傳奇	1	130943	478	1	255	10	20848	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10849	傳奇	1	130943	478	1	255	10	20849	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10850	傳奇	1	130943	478	1	255	10	20850	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10851	傳奇	1	130943	478	1	255	10	20851	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10852	傳奇	1	130943	478	1	255	10	20852	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10853	傳奇	1	130943	478	1	255	10	20853	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10854	傳奇	1	130943	478	1	255	10	20854	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10855	傳奇	1	130943	478	1	255	10	20855	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10856	傳奇	1	130943	478	1	255	10	20856	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10857	傳奇	1	130943	478	1	255	20	20857	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10858	傳奇	1	130943	478	1	255	20	20858	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10859	傳奇	1	130943	478	1	255	20	20859	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10860	傳奇	1	130943	478	1	255	20	20860	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10861	傳奇	1	130943	478	1	255	20	20861	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10862	傳奇	1	130943	478	1	255	20	20862	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10863	傳奇	1	130943	478	1	255	20	20863	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10864	傳奇	1	130943	478	1	255	20	20864	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10865	傳奇	1	130943	478	1	255	20	20865	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10866	傳奇	1	130943	478	1	255	20	20866	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10867	傳奇	1	130943	478	1	255	20	20867	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10868	傳奇	1	130943	478	1	255	20	20868	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10869	傳奇	1	130943	478	1	255	20	20869	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10870	傳奇	1	130943	478	1	255	20	20870	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10871	傳奇	1	130943	478	1	255	15	20871	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10872	傳奇	1	130943	478	1	255	15	20872	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10873	傳奇	1	130943	478	1	255	15	20873	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10874	傳奇	1	130943	478	1	255	15	20874	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10875	傳奇	1	130943	478	1	255	15	20875	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10876	傳奇	1	130943	478	1	255	15	20876	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10877	傳奇	1	130943	478	1	255	15	20877	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10878	傳奇	1	130943	478	1	255	15	20878	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10879	傳奇	1	130943	478	1	255	15	20879	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10880	傳奇	1	130943	478	1	255	15	20880	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10881	傳奇	1	130943	478	1	255	15	20881	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10882	傳奇	1	130943	478	1	255	15	20882	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10883	傳奇	1	130943	478	1	255	15	20883	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10884	傳奇	1	130943	478	1	255	15	20884	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10885	傳奇	1	130943	478	1	255	10	20885	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10886	傳奇	1	130943	478	1	255	10	20886	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10887	傳奇	1	130943	478	1	255	10	20887	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10888	傳奇	1	130943	478	1	255	10	20888	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10889	傳奇	1	130943	478	1	255	10	20889	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10890	傳奇	1	130943	478	1	255	10	20890	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10891	傳奇	1	130943	478	1	255	10	20891	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10892	傳奇	1	130943	478	1	255	10	20892	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10893	傳奇	1	130943	478	1	255	10	20893	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10894	傳奇	1	130943	478	1	255	10	20894	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10895	傳奇	1	130943	478	1	255	10	20895	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10896	傳奇	1	130943	478	1	255	10	20896	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10897	傳奇	1	130943	478	1	255	10	20897	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10898	傳奇	1	130943	478	1	255	10	20898	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10899	傳奇	1	130943	478	1	255	20	20899	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10900	傳奇	1	130943	478	1	255	20	20900	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10901	傳奇	1	130943	478	1	255	20	20901	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10902	傳奇	1	130943	478	1	255	20	20902	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10903	傳奇	1	130943	478	1	255	20	20903	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10904	傳奇	1	130943	478	1	255	20	20904	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10905	傳奇	1	130943	478	1	255	20	20905	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10906	傳奇	1	130943	478	1	255	20	20906	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10907	傳奇	1	130943	478	1	255	20	20907	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10908	傳奇	1	130943	478	1	255	20	20908	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10909	傳奇	1	130943	478	1	255	20	20909	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10910	傳奇	1	130943	478	1	255	20	20910	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10911	傳奇	1	130943	478	1	255	20	20911	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10912	傳奇	1	130943	478	1	255	20	20912	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10913	傳奇	1	130943	478	1	255	15	20913	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10914	傳奇	1	130943	478	1	255	15	20914	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10915	傳奇	1	130943	478	1	255	15	20915	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10916	傳奇	1	130943	478	1	255	15	20916	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10917	傳奇	1	130943	478	1	255	15	20917	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10918	傳奇	1	130943	478	1	255	15	20918	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10919	傳奇	1	130943	478	1	255	15	20919	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10920	傳奇	1	130943	478	1	255	15	20920	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10921	傳奇	1	130943	478	1	255	15	20921	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10922	傳奇	1	130943	478	1	255	15	20922	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10923	傳奇	1	130943	478	1	255	15	20923	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10924	傳奇	1	130943	478	1	255	15	20924	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10925	傳奇	1	130943	478	1	255	15	20925	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10926	傳奇	1	130943	478	1	255	15	20926	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10927	傳奇	1	130943	478	1	255	10	20927	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10928	傳奇	1	130943	478	1	255	10	20928	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10929	傳奇	1	130943	478	1	255	10	20929	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10930	傳奇	1	130943	478	1	255	10	20930	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10931	傳奇	1	130943	478	1	255	10	20931	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10932	傳奇	1	130943	478	1	255	10	20932	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10933	傳奇	1	130943	478	1	255	10	20933	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10934	傳奇	1	130943	478	1	255	10	20934	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10935	傳奇	1	130943	478	1	255	10	20935	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10936	傳奇	1	130943	478	1	255	10	20936	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10937	傳奇	1	130943	478	1	255	10	20937	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10938	傳奇	1	130943	478	1	255	10	20938	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10939	傳奇	1	130943	478	1	255	10	20939	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10940	傳奇	1	130943	478	1	255	10	20940	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10941	傳奇	1	130943	478	1	255	2	20941	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10942	傳奇	1	130943	478	1	255	2	20942	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10943	傳奇	1	130943	478	1	255	2	20943	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10944	傳奇	1	130943	478	1	255	2	20944	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10945	傳奇	1	130943	478	1	255	2	20945	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10946	傳奇	1	130943	478	1	255	2	20946	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10947	傳奇	1	130943	478	1	255	2	20947	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10948	傳奇	1	130943	478	1	255	2	20948	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10949	傳奇	1	130943	478	1	255	2	20949	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10950	傳奇	1	130943	478	1	255	2	20950	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10951	傳奇	1	130943	478	1	255	2	20951	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10952	傳奇	1	130943	478	1	255	2	20952	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10953	傳奇	1	130943	478	1	255	2	20953	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10954	傳奇	1	130943	478	1	255	2	20954	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10955	傳奇	1	130943	478	1	255	2	20955	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10956	傳奇	1	130943	478	1	255	2	20956	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10957	傳奇	1	130943	478	1	255	2	20957	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10958	傳奇	1	130943	478	1	255	2	20958	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10959	傳奇	1	130943	478	1	255	2	20959	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10960	傳奇	1	130943	478	1	255	2	20960	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10961	傳奇	1	130943	478	1	255	2	20961	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10962	傳奇	1	130943	478	1	255	2	20962	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10963	傳奇	1	130943	478	1	255	2	20963	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10964	傳奇	1	130943	478	1	255	2	20964	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10965	傳奇	1	130943	478	1	255	2	20965	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10966	傳奇	1	130943	478	1	255	2	20966	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10967	傳奇	1	130943	478	1	255	2	20967	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10968	傳奇	1	130943	478	1	255	2	20968	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10969	傳奇	1	130943	478	1	255	2	20969	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10970	傳奇	1	130943	478	1	255	2	20970	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10971	傳奇	1	130943	478	1	255	2	20971	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10972	傳奇	1	130943	478	1	255	2	20972	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10973	傳奇	1	130943	478	1	255	2	20973	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10974	傳奇	1	130943	478	1	255	2	20974	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10975	傳奇	1	130943	478	1	255	2	20975	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10976	傳奇	1	130943	478	1	255	2	20976	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10977	傳奇	1	130943	478	1	255	2	20977	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10978	傳奇	1	130943	478	1	255	2	20978	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10979	傳奇	1	130943	478	1	255	2	20979	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10980	傳奇	1	130943	478	1	255	2	20980	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10981	傳奇	1	130943	478	1	255	2	20981	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10982	傳奇	1	130943	478	1	255	2	20982	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10983	傳奇	1	130943	478	1	255	2	20983	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10984	傳奇	1	130943	478	1	255	2	20984	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10985	傳奇	1	130943	478	1	255	2	20985	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10986	傳奇	1	130943	478	1	255	2	20986	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10987	傳奇	1	130943	478	1	255	2	20987	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10988	傳奇	1	130943	478	1	255	2	20988	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10989	傳奇	1	130943	478	1	255	2	20989	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10990	傳奇	1	130943	478	1	255	2	20990	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10991	傳奇	1	130943	478	1	255	2	20991	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10992	傳奇	1	130943	478	1	255	2	20992	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10993	傳奇	1	130943	478	1	255	2	20993	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10994	傳奇	1	130943	478	1	255	2	20994	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10995	傳奇	1	130943	478	1	255	2	20995	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10996	傳奇	1	130943	478	1	255	2	20996	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10997	傳奇	1	130943	478	1	255	2	20997	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10998	傳奇	1	130943	478	1	255	2	20998	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10999	傳奇	1	130943	478	1	255	2	20999	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11000	傳奇	1	130943	478	1	255	2	21000	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11001	傳奇	1	130943	478	1	255	2	21001	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11002	傳奇	1	130943	478	1	255	2	21002	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11003	傳奇	1	130943	478	1	255	2	21003	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11004	傳奇	1	130943	478	1	255	2	21004	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11005	傳奇	1	130943	478	1	255	2	21005	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11006	傳奇	1	130943	478	1	255	2	21006	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11007	傳奇	1	130943	478	1	255	2	21007	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11008	傳奇	1	130943	478	1	255	2	21008	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11009	傳奇	1	130943	478	1	255	2	21009	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11010	傳奇	1	130943	478	1	255	2	21010	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11011	傳奇	1	130943	478	1	255	2	21011	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11012	傳奇	1	130943	478	1	255	2	21012	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11013	傳奇	1	130943	478	1	255	2	21013	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11014	傳奇	1	130943	478	1	255	2	21014	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11015	傳奇	1	130943	478	1	255	2	21015	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
