n_ID	s_ICON	n_RANGE	s_ANIMATION	s_ANIMATION2	n_CLASS	s_PHASING	s_ROTATE	n_EMOTE	n_THENDO	s_HITRATE	s_BUFF_HITRATE	s_HIT_KEYFRAME	s_HITBACK	s_FXS_CASTING	s_CAST_POSTPROCESS	s_HIT_POSTPROCESS	s_EMIT_KEYFRAME	n_AMOUNT_TARGET	n_DAMAGE_AREA	n_MOB_CD	s_CONDITION	f_VAR_TPD	f_VAR_TMD	f_VAR_TPP	f_VAR_TMP	f_DAMAGE_PHYSICS	f_DAMAGE_MAGIC	f_PERCENT_HP	n_PROFIT
3120		150	_F_SENTRY_000;15\n_F_ATTACK_000;105	_F_SENTRY_000;15\n_F_ATTACK_000;105	64	0;0;0;0		0	0	HIT(95)		S_H_PHYSICS_BITE;0;42						1	150	0	1;5;8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
3121		1200	_F_SENTRY_000;15\n_F_ATTACK_001;105	_F_SENTRY_000;15\n_F_ATTACK_001;105	0	0;0;0;0		0	0					S_O_COCO300;15			4980;0\n3050;69	1	0	0	2;5;9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3122		1200	_F_SENTRY_000;15\n_F_ATTACK_001;105	_F_SENTRY_000;15\n_F_ATTACK_001;105	0	0;0;0;0		0	0					S_O_POISON_COCO;15			4980;0\n3052;69	1	0	0	2;5;9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3123		1200	_F_SENTRY_000;15\n_F_ATTACK_001;105	_F_SENTRY_000;15\n_F_ATTACK_001;105	0	0;0;0;0		0	0					S_O_VOLCANO275;15			4980;0\n3054;69	1	0	0	2;5;9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3124		1200	_F_SENTRY_000;15\n_F_ATTACK_001;105	_F_SENTRY_000;15\n_F_ATTACK_001;105	0	0;0;0;0		0	0					S_O_POISON_THROW;15			4980;0\n3056;69	1	0	0	2;5;9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3125		1200	_F_SENTRY_000;15\n_F_ATTACK_001;105	_F_SENTRY_000;15\n_F_ATTACK_001;105	0	0;0;0;0		0	0					S_O_STORM_ICE_275;15			4980;0\n3058;69	1	0	0	2;5;9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3126		0			0			0	0									0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3127		500	_F_ATTACK_002;150\n_F_ATTACK_003;270	_F_ATTACK_002;150\n_F_ATTACK_003;270	0	0;0;0;0		0	0	GO(0)	GO(0)			S_O_DIGGING;0\nS_O_DIGGING;150			4984;0\n3557;1\n3558;120	1	0	0	1;11;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3128		500	_F_ATTACK_002;150\n_F_ATTACK_003;270	_F_ATTACK_002;150\n_F_ATTACK_003;270	0	0;0;0;0		0	0	GO(0)	GO(0)			S_O_DIGGING;0\nS_O_DIGGING;150			4984;0\n3557;1\n3558;120	1	0	0	1;11;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3129		500	_F_ATTACK_002;300\n_F_ATTACK_003;420	_F_ATTACK_002;300\n_F_ATTACK_003;420	0	0;0;0;0		0	0	GO(0)	GO(0)			S_O_DIGGING;0\nS_O_DIGGING;300			4984;0\n3557;1\n3558;120\n3060;150\n3060;210	1	0	0	1;11;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3130		500	_F_ATTACK_002;300\n_F_ATTACK_003;420	_F_ATTACK_002;300\n_F_ATTACK_003;420	0	0;0;0;0		0	0	GO(0)	GO(0)			S_O_DIGGING;0\nS_O_DIGGING;300			4984;0\n3557;1\n3558;120\n3061;150\n3061;210	1	0	0	1;11;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3131		500	_F_ATTACK_002;300\n_F_ATTACK_003;420	_F_ATTACK_002;300\n_F_ATTACK_003;420	0	0;0;0;0		0	0	GO(0)	GO(0)			S_O_DIGGING_ICE;0\nS_O_DIGGING_ICE;300			4984;0\n3557;1\n3558;120\n3062;150\n3062;210	1	0	0	1;11;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3132		500	_F_SENTRY_000;15\n_F_SENTRY_001;95	_F_SENTRY_000;15\n_F_SENTRY_001;95	0	0;0;0;0		0	0	GO(0)	GO(0)			S_A_DUST_BLAST;15			4988;0\n3063;50	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3133		500	_F_SENTRY_000;15\n_F_SENTRY_001;95	_F_SENTRY_000;15\n_F_SENTRY_001;95	0	0;0;0;0		0	0	GO(0)	GO(0)			S_A_POISON_BLAST;15			4988;0\n3064;50	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3140		350	_F_SENTRY_000;20\n_F_ATTACK_000;50	_F_SENTRY_000;20\n_F_ATTACK_000;50	0	0;0;0;0		0	0					S_O_M007_ATK_0;20			4980;0\n3543;34	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3141		200	_F_SENTRY_000;20\n_F_ATTACK_001;70	_F_SENTRY_000;20\n_F_ATTACK_001;70	128	0;0;0;0		0	0	HIT(95)		S_H_BLACKLIGHT;0;34\nS_H_BLACKLIGHT;0;47	-1;0;1	S_O_M007_ATK_1;20				3	350	0	2;5	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0
3142		200	_F_SENTRY_000;20\n_F_ATTACK_001;70	_F_SENTRY_000;20\n_F_ATTACK_001;70	128	0;0;0;0		0	0	HIT(95)		S_H_BLACKLIGHT;0;34\nS_H_BLACKLIGHT;0;47	-75;20;5	S_O_M007_ATK_1;20				3	350	0	2;5	0.75	0.75	0.75	0.75	0.0	0.0	0.0	0
3143		1500	_F_SENTRY_000;20\n_F_ATTACK_002;70	_F_SENTRY_000;20\n_F_ATTACK_002;70	0	0;0;0;0		0	0					S_O_M007_ATK_2;20			4986;0\n3544;1\n3546;50\n3545;70	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3144		1500	_F_SENTRY_000;20\n_F_ATTACK_002;70	_F_SENTRY_000;20\n_F_ATTACK_002;70	0	0;0;0;0		0	0					S_O_M007_ATK_2A;20			4987;0\n3544;1\n3547;52\n3547;56\n3547;60\n3545;65	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3145		1000			0	0;0;0;0		0	0									0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3146		500	_F_SAD_000;24\n_F_ATTACK_003;84	_F_SAD_000;24\n_F_ATTACK_003;84	0	0;0;0;0		0	0					S_O_NIGHT_WAVE;24			4981;0\n3544;1\n4910;62\n3542;63\n3545;80	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3147		200	_F_SENTRY_000;20\n_F_ATTACK_004;80	_F_SENTRY_000;20\n_F_ATTACK_004;80	128	0;0;0;31\n50;0;0;36\n0;0;0;42\n50;0;0;46\n0;0;0;51\n300;0;0;66		0	0	HIT(95)	STUN(35)	S_H_BLACKLIGHT;0;36\nS_H_BLACKLIGHT;0;47\nS_H_CROSS_BLACKLIGHT;304;59	-1;0;1	S_O_M007_ATK_4;20			4985;0	3	350	0	2;5;8	1.2000000476837158	0.0	1.2000000476837158	0.0	0.0	0.0	0.0	0
3148		200	_F_SENTRY_000;20\n_F_ATTACK_004;80	_F_SENTRY_000;20\n_F_ATTACK_004;80	128	0;0;0;31\n50;0;0;36\n0;0;0;42\n50;0;0;46\n0;0;0;51\n300;0;0;66		0	0	HIT(95)	STUN(35)	S_H_BLACKLIGHT;0;36\nS_H_BLACKLIGHT;0;47\nS_H_CROSS_BLACKLIGHT;304;59	-150;100;5	S_O_M007_ATK_4;20			4985;0	3	350	0	2;5;8	1.7000000476837158	0.0	1.7000000476837158	0.0	0.0	0.0	0.0	0
3149		700	_F_SENTRY_000;20\n_F_ATTACK_005;70	_F_SENTRY_000;20\n_F_ATTACK_005;70	128	0;0;0;31\nARCEDGE;-0.5;0;0;22		0	0	HIT(95)	STUN(35)	S_H_CROSS_BLACKLIGHT;304;50		S_O_M007_ATK_5;20		CAMERASHOCK(C_SKILL01);0	4982;0\n3524;25	6	500	0	2;5;8	1.5	0.0	1.5	0.0	0.0	0.0	0.0	0
3150		1000	_F_ATTACK_003;60\n_F_READY_000;124\n_F_READY_000;188\n_F_HAPPY_000;267	_F_ATTACK_003;60\n_F_READY_000;124\n_F_READY_000;188\n_F_HAPPY_000;267	0	0;0;0;267		0	0					S_O_NIGHT_WAVE;0			4910;40\n3740;41\n8200;267	1	0	0	13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3151		1000	_F_DIE_003;22\n_F_DIE_001;300	_F_DIE_003;22\n_F_DIE_001;300	0	0;0;0;300		0	0	GO(0)	GO(0)	none;3057;0\nnone;8011;30						1	100	0	13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3152		5000	_F_ATTACK_003;60\n_F_READY_000;124	_F_ATTACK_003;60\n_F_READY_000;124	0	0;0;0;0		0	0					S_O_NIGHT_WAVE;0			8230;0\n4910;40\n8221;41\n8220;90	1	0	0	5;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3153		5000	_F_ATTACK_003;60\n_F_READY_000;124	_F_ATTACK_003;60\n_F_READY_000;124	0	0;0;0;0		0	0					S_O_NIGHT_WAVE;0			8223;0\n4910;40\n8221;41\n8226;90\n8227;91	1	0	0	5;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3154		5000	_F_READY_000;64	_F_READY_000;64	0	0;0;0;0		0	0									1	0	0	5;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3155		5000	_F_HAPPY_000;79	_F_HAPPY_000;79	0	0;0;0;0		0	0					S_O_M007_FIRSTMEET_PLAYER;0			8224;0\n8230;0\n3545;75	1	0	0	5;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3156		12000	_F_SAD_000;69\n_F_ATTACK_002;119\n_F_HAPPY_000;198\n_F_ATTACK_001;248\n_F_READY_000;300\n_F_WALK_000;331\n_F_WALK_000;362\n_F_WALK_000;393\n_F_WALK_000;424	_F_SAD_000;69\n_F_ATTACK_002;119\n_F_HAPPY_000;198\n_F_ATTACK_001;248\n_F_READY_000;300\n_F_WALK_000;331\n_F_WALK_000;362\n_F_WALK_000;393\n_F_WALK_000;424	0	0;0;0;300\n0;500;0;424	0;180\n-90;185	0	0	GO(0)	GO(0)	none;3067;0		S_O_M007_BEAT_PLAYER;0\nS_O_M007_ATK_2_SP;69\nS_O_M007_OPENGATE;198			3544;0\n8228;99\n8229;150\n3545;190\n3544;270\n8200;420	1	0	0	5;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3157		5000	_F_STRUGGLE_001;34\n_F_STRUGGLE_000;84	_F_STRUGGLE_001;34\n_F_STRUGGLE_000;84	0	0;0;0;0		0	0									1	0	0	13;27;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3160		170	_F_SENTRY_000;15\n_F_ATTACK_001;65	_F_SENTRY_000;15\n_F_ATTACK_001;65	129	0;0;0;0		0	0	HIT(95)		S_H_PHYSICS_CLAW;0;36						1	170	0	1;5;8	0.6499999761581421	0.6499999761581421	0.6499999761581421	0.6499999761581421	0.0	0.0	0.0	0
3161		2000	_F_SENTRY_000;20\n_F_ATTACK_000;60	_F_SENTRY_000;20\n_F_ATTACK_000;60	0	0;0;0;0		0	0					S_O_SOULCLAW;20			4981;0\n3290;37	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3162		150	_F_SENTRY_000;15\n_F_ATTACK_003;75	_F_SENTRY_000;15\n_F_ATTACK_003;75	129	0;0;0;0		0	0	HIT(95)		S_H_PHYSICS_CLAW;0;43\nS_H_PHYSICS_CLAW;0;51		S_O_EXCUTE_GHOST;15				1	150	0	1;5;8	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0
3163		150	_F_SENTRY_000;15\n_F_ATTACK_003;75	_F_SENTRY_000;15\n_F_ATTACK_003;75	129	0;0;0;0		0	0	HIT(95)		S_H_PHYSICS_CLAW;0;43\nS_H_PHYSICS_CLAW;0;51		S_O_EXCUTE_BANSHEEQEN;15				1	150	0	1;5;8	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0
3164		600	_F_SENTRY_000;20\n_F_ATTACK_002;89	_F_SENTRY_000;20\n_F_ATTACK_002;89	0	0;0;0;0		0	0					S_O_CRY_GHOST_2;20			4984;0\n3293;35\n3293;50\n3293;65	1	0	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3165		600	_F_SENTRY_000;20\n_F_ATTACK_002;89	_F_SENTRY_000;20\n_F_ATTACK_002;89	0	0;0;0;0		0	0					S_A_CRY_BANSHEE;20			4987;0\n3788;35	1	0	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3166		600	_F_SENTRY_000;20\n_F_ATTACK_002;89	_F_SENTRY_000;20\n_F_ATTACK_002;89	0	0;0;0;0		0	0					S_O_CRY_HEAL;20			4984;0\n3295;35\n3295;50\n3295;65	1	0	0	2;4;11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3167		600	_F_ATTACK_002;69	_F_ATTACK_002;69	16	0;0;0;0		0	0					S_A_CRY_BANSHEE;0			4989;0\n3793;25\n3794;30\n3795;35	1	0	0	2;4;11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3168		170	_F_SENTRY_000;15\n_F_ATTACK_001;65	_F_SENTRY_000;15\n_F_ATTACK_001;65	129	0;0;0;0		0	0	HIT(95)	CURSE(35)	S_H_PHYSICS_CLAW;3027;36						1	170	0	1;5;8	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0
3169		600	_F_SENTRY_000;20\n_F_ATTACK_002;89	_F_SENTRY_000;20\n_F_ATTACK_002;89	0	0;0;0;0		0	0					S_O_CRY_GHOST;20			4984;0\n3294;35\n3294;50\n3294;65	1	0	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3170		150	_F_SENTRY_000;15\n_F_ATTACK_003;75	_F_SENTRY_000;15\n_F_ATTACK_003;75	129	0;0;0;0		0	0	HIT(95)	STUN(50)	S_H_PHYSICS_CLAW;0;43\nS_H_PHYSICS_CLAW;304;51		S_O_EXCUTE_BANSHEEQEN;15			4982;0	1	200	0	1;5;8	0.699999988079071	0.699999988079071	0.699999988079071	0.699999988079071	0.0	0.0	0.0	0
3171		600	_F_ATTACK_002;69	_F_ATTACK_002;69	16	0;0;0;0		0	0					S_A_CRY_BANSHEE;0			4989;0\n3796;25\n3797;30\n3798;35	1	0	0	2;4;11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3180		150	_F_SENTRY_000;20\n_F_ATTACK_000;70	_F_SENTRY_000;20\n_F_ATTACK_000;70	32	0;0;0;0		0	0	HIT(95)	STUN(40)	S_H_PHYSICS_HAMMER;0;33	-50;150;5	S_O_M009_ATK_0;20				3	150	0	2;5;8	1.2999999523162842	0.0	1.2999999523162842	0.0	0.0	0.0	0.0	0
3181		150	_F_SENTRY_000;20\n_F_ATTACK_001;80	_F_SENTRY_000;20\n_F_ATTACK_001;80	32	0;0;0;0		0	0	HIT(95)	STUN(40)	S_H_PHYSICS_HAMMER;304;36		S_O_M009_ATK_1;20				3	150	0	2;5;8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
3182		600	_F_SENTRY_000;20\n_F_ATTACK_002;89	_F_SENTRY_000;20\n_F_ATTACK_002;89	0	0;0;0;32\n300;0;0;62		0	0					S_O_M009_ATK_2;20			4986;0\n3556;32\n3556;41\n3556;50\n3760;58\n3768;62\n3769;64\n3770;66\n3771;68\n3772;70\n3773;72\n3774;74	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3183		100	_F_SENTRY_000;15\n_F_ATTACK_003;65	_F_SENTRY_000;15\n_F_ATTACK_003;65	64	0;0;0;0		0	0	HIT(95)	STUN(75)	S_H_PHYSICS_SWORD;0;30						1	120	0	1;5	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0
3184		500	_F_ATTACK_004;70	_F_ATTACK_004;70	0	0;0;0;0		0	0	GO(0)				PS_O_HEAL_MINOR;0			4984;0\n3559;24	1	0	0	1;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3185		500			0	0;0;0;0		0	0	GO(0)								0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3186		600	_F_SENTRY_000;20\n_F_ATTACK_005;80	_F_SENTRY_000;20\n_F_ATTACK_005;80	0	0;0;0;35\nARCEDGE;-0.5;0;0;17		0	0					S_O_M009_ATK_5;20			4981;0\n3561;54	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3187		0			0			0	0									0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3188		0			0			0	0									0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3189		0			0			0	0									0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3190		0			0			0	0									0	0	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3191		3000	_F_ATTACK_004;70	_F_ATTACK_004;70	0	0;0;0;0		0	0					S_O_M009_TRACING_PLASMA;0			4983;0\n3748;70	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3200		150	_F_SENTRY_000;15\n_F_ATTACK_001;50	_F_SENTRY_000;15\n_F_ATTACK_001;50	32	0;0;0;0		0	0	HIT(95)	STUN(15)	S_H_PHYSICS_PUNCH;304;28						1	150	0	1;5;8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
3201		900	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0	0;0;0;0		0	0					S_O_SPEAR;15			3296;34	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3202		900	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0	0;0;0;0		0	0					S_O_SPEAR;15			3297;34	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3203		900	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0	0;0;0;0		0	0					S_O_SPEAR;15			3298;34	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3204		900	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0	0;0;0;0		0	0					S_O_M010_CANON;15			3299;34	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3205		900	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0	0;0;0;0		0	0					S_O_CANNON_BLUE;15			3300;34	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3206		900	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0	0;0;0;0		0	0					S_O_CANON_RED;15			3301;34	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3207		1000	_F_ATTACK_002;55\n_F_ATTACK_000;94	_F_ATTACK_002;55\n_F_ATTACK_000;94	0	0;0;0;0		0	0					S_O_POWER_SPEAR;0			4982;0\n3302;74	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3208		1000	_F_ATTACK_002;55\n_F_ATTACK_000;94	_F_ATTACK_002;55\n_F_ATTACK_000;94	0	0;0;0;0		0	0					S_O_POWER_SPEAR;0			4982;0\n3303;74	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3209		1000	_F_ATTACK_002;55\n_F_ATTACK_000;94	_F_ATTACK_002;55\n_F_ATTACK_000;94	0	0;0;0;0		0	0					S_O_POWER_SPEAR;0			4982;0\n3304;74	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3210		1000	_F_SENTRY_000;15\n_F_ATTACK_003;55	_F_SENTRY_000;15\n_F_ATTACK_003;55	0	0;0;0;0		0	0					S_O_POWER_CANON;15			4982;0\n3305;33	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3211		800	_F_ATTACK_002;55\n_F_ATTACK_002;65\n_F_SENTRY_000;80	_F_ATTACK_002;55\n_F_ATTACK_002;65\n_F_SENTRY_000;80	0	0;0;0;0		0	0					S_O_FIRETHROWER;0			4982;0\n3312;6\n3312;12\n3312;18\n3312;24\n3312;30\n3312;36\n3312;42\n3312;48\n3312;54\n3312;60	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3212		800	_F_ATTACK_002;55\n_F_ATTACK_002;65\n_F_SENTRY_000;80	_F_ATTACK_002;55\n_F_ATTACK_002;65\n_F_SENTRY_000;80	0	0;0;0;0		0	0					S_O_FIRETHROWER_BLUE;0			4982;0\n3313;6\n3313;12\n3313;18\n3313;24\n3313;30\n3313;36\n3313;42\n3313;48\n3313;54\n3313;60	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3220		130	_F_SENTRY_000;15\n_F_ATTACK_000;75	_F_SENTRY_000;15\n_F_ATTACK_000;75	32	0;0;0;0		0	0	HIT(95)		S_H_PHYSICS_PUNCH;0;33						1	130	0	1;5;8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
3221		100	_F_SENTRY_000;15\n_F_ATTACK_001;75	_F_SENTRY_000;15\n_F_ATTACK_001;75	0	0;0;0;0		0	0	HIT(95)				S_O_EAGLECLAW;15			4981;0\n3033;31	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3222		100	_F_SENTRY_000;15\n_F_ATTACK_001;75	_F_SENTRY_000;15\n_F_ATTACK_001;75	0	0;0;0;0		0	0	HIT(95)				S_O_EAGLECLAW;15			4981;0\n3035;31	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3223		900	_F_SENTRY_000;15\n_F_ATTACK_000;75	_F_SENTRY_000;15\n_F_ATTACK_000;75	0	0;0;0;0		0	0								4980;0\n3037;33	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3224		900	_F_SENTRY_000;15\n_F_ATTACK_000;75	_F_SENTRY_000;15\n_F_ATTACK_000;75	0	0;0;0;0		0	0								4980;0\n3038;33	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3225		900	_F_SENTRY_000;15\n_F_ATTACK_000;75	_F_SENTRY_000;15\n_F_ATTACK_000;75	0	0;0;0;0		0	0								4980;0\n3039;33	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3226		1100	_F_SENTRY_000;15\n_F_ATTACK_003;84	_F_SENTRY_000;15\n_F_ATTACK_003;84	0	0;0;0;0		0	0								4980;0\n3040;45	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3227		1100	_F_SENTRY_000;15\n_F_ATTACK_003;84	_F_SENTRY_000;15\n_F_ATTACK_003;84	0	0;0;0;0		0	0								4980;0\n3041;45	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3228		1100	_F_SENTRY_000;15\n_F_ATTACK_003;84	_F_SENTRY_000;15\n_F_ATTACK_003;84	0	0;0;0;0		0	0								4980;0\n3042;45	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3229		1100	_F_SENTRY_000;15\n_F_ATTACK_003;84	_F_SENTRY_000;15\n_F_ATTACK_003;84	0	0;0;0;0		0	0								4980;0\n3043;45	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3230		1100	_F_SENTRY_000;15\n_F_ATTACK_003;84	_F_SENTRY_000;15\n_F_ATTACK_003;84	0	0;0;0;0		0	0								4980;0\n3044;45	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3231		600	_F_FLEX_000;45\n_F_ATTACK_002;71\n_F_ATTACK_002;97	_F_FLEX_000;45\n_F_ATTACK_002;71\n_F_ATTACK_002;97	0	0;0;0;0		0	0								4982;0\n3045;56\n3045;82	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3232		600	_F_FLEX_000;45\n_F_ATTACK_002;71\n_F_ATTACK_002;97	_F_FLEX_000;45\n_F_ATTACK_002;71\n_F_ATTACK_002;97	0	0;0;0;0		0	0								4982;0\n3045;56\n3046;82	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3233		500	_F_FLEX_000;130	_F_FLEX_000;130	0	0;0;0;0		0	0								4984;0\n3048;120	1	0	0	2;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3234		500	_F_FLEX_000;130	_F_FLEX_000;130	0	0;0;0;0		0	0								4984;0\n3049;120	1	0	0	2;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3240		150	_F_ATTACK_000;60	_F_ATTACK_000;60	65	0;0;0;0		0	0	HIT(95)	CURSE(95)	S_H_PHYSICS2;3042;20		S_O_DEATH_RUNE;0				1	200	0	1;5	0.44999998807907104	0.44999998807907104	0.44999998807907104	0.44999998807907104	0.0	0.0	0.0	0
3241		1500	_F_ATTACK_002;48\n_F_ATTACK_004;117	_F_ATTACK_002;48\n_F_ATTACK_004;117	0	0;0;0;0		0	0					S_O_M012_FIRE;0			4980;0\n3104;66	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3242		1500	_F_ATTACK_002;48\n_F_ATTACK_004;117	_F_ATTACK_002;48\n_F_ATTACK_004;117	0	0;0;0;0		0	0					S_O_M012_ICE;0			4985;0\n3026;66	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3243		2000	_F_ATTACK_001;79\n_F_ATTACK_003;139	_F_ATTACK_001;79\n_F_ATTACK_003;139	0	0;0;0;0		0	0					S_O_M012_FIRE;0			4983;0\n3564;95	1	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3244		1500	_F_ATTACK_001;79\n_F_ATTACK_004;148	_F_ATTACK_001;79\n_F_ATTACK_004;148	0	0;0;0;0		0	0					S_O_M012_ICE;0			4981;0\n3575;97	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3245		2000	_F_ATTACK_001;79\n_F_ATTACK_003;139	_F_ATTACK_001;79\n_F_ATTACK_003;139	0	0;0;0;900		0	0					S_C_M012_ATK_ICE_1;95			4984;0\n3594;95	1	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3246		1200	_F_ATTACK_001;79\n_F_ATTACK_004;148	_F_ATTACK_001;79\n_F_ATTACK_004;148	0	0;0;0;0		0	0					S_O_M012_ICE;0			4986;0\n3596;97	1	0	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
3260		150	_F_SENTRY_000;20\n_F_ATTACK_000;59	_F_SENTRY_000;20\n_F_ATTACK_000;59	32	0;0;0;0		0	0	HIT(95)		S_H_PHYSICS_PUNCH;0;30						1	170	0	1;5;8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
3261		1200	_F_SENTRY_000;20\n_F_ATTACK_001;73	_F_SENTRY_000;20\n_F_ATTACK_001;73	0	0;0;0;0		0	0								3314;40	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
