n_ID	s_SKILL_TITLE	s_DESCRIPTION	s_TIP	s_DETAIL	s_CACULATE
7224	Winter Doom		ใช้น้ำแข็งขนาดใหญ่โจมตีทางอากาศอย่างรุนแรง \nเรียกน้ำแข็งขนาดใหญ่โจมตีเป้าหมาย ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีเวทย์ 500% และมีโอกาสทำให้ศัตรูล้มลง		
7225	Polar Blessing		เพิ่มพลังป้องกัน และความเร็วในการฟื้นฟูพลังชีวิตให้เพื่อนที่อยู่ในบริเวณเป็นเวลาสั้นๆ \nเพิ่มพลังป้องกัน และความเร็วในการฟื้นฟูพลังชีวิตให้เพื่อน 12 คน ที่อยู่ในรัศมี 7.5 เมตร 		
8021	Minesweeper Bomb	ระเบิดสายฟ้า สามารถกำจัดทุ่นระเบิดได้	ระเบิดสายฟ้า สามารถกำจัดทุ่นระเบิดได้		
8022	Plasma Shot	ยิงลำแสง ทำให้ศัตรูได้รับบาดเจ็บ	ยิงลำแสง ทำให้ศัตรูได้รับบาดเจ็บ		
8028	Drill Attack	ใช้สว่างที่หลังโจมตีศัตรู	ใช้สว่างที่หลังโจมตีศัตรู		
8029	Rampage	พุ่งชนศัตรูที่อยู่ในเส้นทางด้วยความเร็ว	พุ่งชนศัตรูที่อยู่ในเส้นทางด้วยความเร็ว		
8030	Immune Electromagnetic Radiation	ยิงสายฟ้า 3 ครั้ง ในเวลาที่กำหนด	ยิงสายฟ้า 3 ครั้ง ในเวลาที่กำหนด		
8031	Chainsaw Attack	ใช้อาวุธในมือโจมตีศัตรู	ใช้อาวุธในมือโจมตีศัตรู		
8032	Rampage	พุ่งชนศัตรูที่อยู่ในเส้นทางด้วยความเร็ว	พุ่งชนศัตรูที่อยู่ในเส้นทางด้วยความเร็ว		
8033	Electromagnetic Area	สร้างสายฟ้ารอบตัว โจมตีศัตรูที่อยู่ในบริเวณ	สร้างสายฟ้ารอบตัว โจมตีศัตรูที่อยู่ในบริเวณ		
8034	Exploded Gun		ยิงปืนใหญ่กำจัดสวะ!		
8039	Throwing Powder Keg	ทิ้งระเบิดให้ศัตรูกระเด็นไปเลย!	ทิ้งระเบิดให้ศัตรูกระเด็นไปเลย!		
8046	Sniper bullet				
8047	Penetrating Bomb	ยิงระเบิดความแรงสูง ทำให้ศัตรูที่อยู่ในเส้นทางเกิดความเสียหาย	ยิงระเบิดความแรงสูง ทำให้ศัตรูที่อยู่ในเส้นทางเกิดความเสียหาย		
8048	Mortar	ยิงระเบิดโจมตีพื้นที่ที่ศัตรูอยู่	ยิงระเบิดโจมตีพื้นที่ที่ศัตรูอยู่		
8049	Energy Core	เมื่อใช้สามารถซ่อมเครื่องจักรได้	เมื่อใช้สามารถซ่อมเครื่องจักรได้		
8059	Exploded Gun		ยิงระเบิดเพื่อกำจัดสวะ!		
8060	Exploded Gun		ยิงระเบิดเพื่อกำจัดสวะ!		
8061	Exploded Gun		ยิงระเบิดเพื่อกำจัดสวะ!		
8062	Void Impact				
8093	Luke' S Radiation				
8094	Aerial Gun				
8096	Life Spring				
8097	Dedicate				
8101	Hellraiser Flame				
8102	Soul Eater Flame				
8200	Chain Attack	จะต้องใส่ดาบที่มือซ้ายและขวา\nฟื้นฟูค่ากำลัง: 4, 3, 3, 8\nประเภท: ฟัน\n\nโจมตีเป้าหมายเดี่ยวต่อเนื่อง ทำให้เกิดความเสียหายจากโจมตีกายภาพ 100%, 70%, 80%, 150%	ฟื้นฟูค่ากำลัง: 4, 3, 3, 8\nประเภท: ฟัน\n\nโจมตีเป้าหมายเดี่ยวต่อเนื่อง ทำให้เกิดความเสียหายจากโจมตีกายภาพ 100%, 70%, 80%, 150%\n		
8201	Flying Kick Strike	จะต้องใส่ดาบที่มือซ้ายและขวา\nประเภท: พุ่งชน\n\nกระโดดเตะเป้าหมายในระยะ 10 เมตร ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 130% และมีโอกาสโจมตีให้ล้ม	ประเภท: พุ่งชน\n\nกระโดดเตะเป้าหมายในระยะ 10 เมตร ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 130% และมีโอกาสโจมตีให้ล้ม\n		
8202	Jixi Killing Sword	จะต้องใส่ดาบที่มือซ้ายและขวา\nประเภท: โจมตีทะลุ, ฟัน\n\nโจมตีศัตรูเป้าหมายเดี่ยวในระยะใกล้ด้วยอาวุธมือซ้ายและขวา ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 110% และมีโอกาสทำให้คู่ต่อสู้หยุดโจมตี\n\nความเสียหายจากการล้ม 3 เท่า และมีโอกาสในการเพิ่มอัตราความแม่นยำ 20%	ประเภท: โจมตีทะลุ, ฟัน\n\nโจมตีศัตรูเป้าหมายเดี่ยวในระยะใกล้ด้วยอาวุธมือซ้ายและขวา ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 110% และมีโอกาสทำให้คู่ต่อสู้หยุดโจมตี\n\nความเสียหายจากการล้ม 3 เท่า และมีโอกาสในการเพิ่มอัตราความแม่นยำ 20%\n		
