n_ID	s_TITLE_BUFF	s_DESCRIPTION	s_CACULATE
18201	Good	โจมตีศัตรูด้วยการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18202	Refined	โจมตีศัตรูด้วยการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 2 แต้ม	
18203	Graceful	โจมตีศัตรูด้วยการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18204	Extreme	โจมตีศัตรูด้วยการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 4 แต้ม	
18205	Good	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18206	Refined	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 2 แต้ม	
18207	Graceful	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18208	Extreme	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน 1 อย่างจะฟื้นฟูค่ากำลัง 4 แต้ม	
18209	Good	โจมตีศัตรูด้วยการฟันแนวราบ จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 5 วินาที	
18210	Refined	โจมตีศัตรูด้วยการฟันแนวราบ จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 4 วินาที	
18211	Graceful	โจมตีศัตรูด้วยการฟันแนวราบ จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 3 วินาที	
18212	Extreme	โจมตีศัตรูด้วยการฟันแนวราบ จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 2 วินาที	
18213	Good	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 5 วินาที	
18214	Refined	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 4 วินาที	
18215	Graceful	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 3 วินาที	
18216	Extreme	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 2 วินาที	
18217	Good	โจมตีศัตรูด้วยการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 5 วินาที	
18218	Refined	โจมตีศัตรูด้วยการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 4 วินาที	
18219	Graceful	โจมตีศัตรูด้วยการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 3 วินาที	
18220	Extreme	โจมตีศัตรูด้วยการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 2 วินาที	
18221	Good	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 5 วินาที	
18222	Refined	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 4 วินาที	
18223	Graceful	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 3 วินาที	
18224	Extreme	โจมตีศัตรูด้วยการฟันแนวราบ, พุ่งแทงและการฟัน จะฟื้นฟูค่ากำลัง 8 แต้ม, เวลารีเซ็ท 2 วินาที	
18225	Good	โจมตีดูดเลือด 1%	NULL; DRAIN_LIFE(1); DRAIN_LIFE(1)
18226	Refined	โจมตีดูดเลือด 2%	NULL; DRAIN_LIFE(1); DRAIN_LIFE(1)
18227	Graceful	โจมตีดูดเลือด 3%	NULL; DRAIN_LIFE(1); DRAIN_LIFE(1)
18228	Extreme	โจมตีดูดเลือด 5%	NULL; DRAIN_LIFE(1); DRAIN_LIFE(1)
18229	Good	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18230	Refined	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18231	Graceful	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18232	Extreme	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18233	Good	เมื่อพลังถึง $STR_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18234	Refined	เมื่อพลังถึง $STR_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18235	Graceful	เมื่อพลังถึง $STR_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18236	Extreme	เมื่อพลังถึง $STR_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18237	Good	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพและโจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18238	Refined	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพและโจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18239	Graceful	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพและโจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18240	Extreme	เมื่อพลังถึง $STR_CHECK โจมตีหนักกายภาพและโจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	STR_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18241	Good	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราคริติคอล 2%	STR_CHECK(3); ADD_POWERHIT(2)
18242	Refined	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราคริติคอล 4%	STR_CHECK(3); ADD_POWERHIT(2)
18243	Graceful	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราคริติคอล 6%	STR_CHECK(3); ADD_POWERHIT(2)
18244	Extreme	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราคริติคอล 10%	STR_CHECK(3); ADD_POWERHIT(2)
18245	Good	เมื่อพลังถึง $STR_CHECK อัตราคริติคอลเพิ่มขึ้น 0.08	STR_CHECK(3); ADD_MULTIPLY_POWERDAM(2)
18246	Refined	เมื่อพลังถึง $STR_CHECK อัตราคริติคอลเพิ่มขึ้น 0.15	STR_CHECK(3); ADD_MULTIPLY_POWERDAM(2)
18247	Graceful	เมื่อพลังถึง $STR_CHECK อัตราคริติคอลเพิ่มขึ้น 0.22	STR_CHECK(3); ADD_MULTIPLY_POWERDAM(2)
18248	Extreme	เมื่อพลังถึง $STR_CHECK อัตราคริติคอลเพิ่มขึ้น 0.35	STR_CHECK(3); ADD_MULTIPLY_POWERDAM(2)
18249	Good	เมื่อพลังถึง $STR_CHECK มองข้ามการป้องกันเพิ่มขึ้น 1%	STR_CHECK(3); ADD_BYPASS(1)
18250	Refined	เมื่อพลังถึง $STR_CHECK มองข้ามการป้องกันเพิ่มขึ้น 3%	STR_CHECK(3); ADD_BYPASS(1)
18251	Graceful	เมื่อพลังถึง $STR_CHECK มองข้ามการป้องกันเพิ่มขึ้น 5%	STR_CHECK(3); ADD_BYPASS(1)
18252	Extreme	เมื่อพลังถึง $STR_CHECK มองข้ามการป้องกันเพิ่มขึ้น 7%	STR_CHECK(3); ADD_BYPASS(1)
18253	Good	เมื่อพลังถึง $STR_CHECK อัตราสังหารเพิ่มขึ้น 1%	STR_CHECK(3); ADD_OVERHIT(1)
18254	Refined	เมื่อพลังถึง $STR_CHECK อัตราสังหารเพิ่มขึ้น 3%	STR_CHECK(3); ADD_OVERHIT(1)
18255	Graceful	เมื่อพลังถึง $STR_CHECK อัตราสังหารเพิ่มขึ้น 5%	STR_CHECK(3); ADD_OVERHIT(1)
18256	Extreme	เมื่อพลังถึง $STR_CHECK อัตราสังหารเพิ่มขึ้น 7%	STR_CHECK(3); ADD_OVERHIT(1)
18257	Good	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราแม่นยำ 6%	STR_CHECK(3); ADD_HITRATE(2)
18258	Refined	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราแม่นยำ 10%	STR_CHECK(3); ADD_HITRATE(2)
18259	Graceful	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราแม่นยำ 18%	STR_CHECK(3); ADD_HITRATE(2)
18260	Extreme	เมื่อพลังถึง $STR_CHECK เพิ่มอัตราแม่นยำ 25%	STR_CHECK(3); ADD_HITRATE(2)
18261	Good	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	AGI_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18262	Refined	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	AGI_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18263	Graceful	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	AGI_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18264	Extreme	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักกายภาพเพิ่มขึ้น $ADD_DAMPLUS_PHYSIC 	AGI_CHECK(3); ADD_DAMPLUS_PHYSICS(1)
18265	Good	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	AGI_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18266	Refined	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	AGI_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18267	Graceful	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	AGI_CHECK(3); ADD_DAMPLUS_MAGIC(1)
18268	Extreme	เมื่อค่าว่องไวถึง $AGI_CHECK โจมตีหนักเวทย์เพิ่มขึ้น $ADD_DAMPLUS_MAGIC	AGI_CHECK(3); ADD_DAMPLUS_MAGIC(1)
