n_ID	s_NAME	s_TITLE	s_NPC_CHATS
557	Cockroach	Decapitated Man	ขอร้องอย่าฆ่าข้าเลย ข้าจะให้ของมีค่าตอบแทนเจ้า
558	Thin Ralph	Decapitated Man	
559	Fertilizer	Decapitated Man	
560	Bismarck		<text>[52300114]</text> เหมือนกับสวรรค์ส่วนตัวของข้าเลย........ ฮ่าฮ่าฮ่า!
561	Edmund	Guiltless Prisoner	ข้าจะตายไม่ได้!  ข้าต้องมีชีวิตรอดเพื่อพบกับ <text style="79">[52500180]</text> ให้ได้!
562	Edmund	Rapt for Escape	ต้องทำอย่างไรถึงจะหนีออกจากนรกนี้ได้?
563	Violent Male prisoner		
564	Violent Female prisoner		
565	Prison Hangman		
566	Bermuda Crack		(ภายใน <text style="79">[52500566]</text> มีแสงจ้าประกายออกมาอย่างไม่น่าเชื่อ)
567	Bermuda Crack		(ภายใน <text style="79">[52500566]</text> มีแสงจ้าประกายออกมาอย่างไม่น่าเชื่อ)
568	Bermuda Crack		(ภายใน <text style="79">[52500566]</text> มีแสงจ้าประกายออกมาอย่างไม่น่าเชื่อ)
569	Sea Phantom	Kidnappers	(<text style="79">[52500087]</text> ไม่สนใจเจ้าหญิงทั้งสองพระองค์ที่ถูกแกลักพาตัวมาอย่างเย็นชา)
570	Angelina	Twins Princess 	รีบปล่อยพวกข้าซะ! โจรสลัดอย่างแก! รู้มั้ยว่าพวกข้าคือใคร?
571	Rosemary	Twins Princess 	ที่นี่คือที่ไหน? องค์หญิง <text style="79">[52500073]</text> คนเลวพวกนี้จะจับพวกเราไปที่ไหน?
572	Different World Demon Wolf		
573	Odyssey	Witch Pirate 	การหนีออกจากนรกนั้นสำหรับข้าแล้วง่ายกว่าการตอกไข่ใบนึงเสียอีก
574	Skeleton Lover Rick		
575	Ambush Prisoner		
576	Unknown Pirate		อย่ามายั่วโมโหข้า ไม่เช่นนั้นจะได้เห็นดีกัน
577	Odyssey	Witch Pirate 	อยากจะเป็นโจรสลัดไหม?  มา เดี๋ยวข้าสอนให้!
578	Tinderbox		
579	Sea Phantom	Brave Enemies	เจ้ากำลังจะเผชิญหน้ากับความตายที่น่าหวาดกลัว
580	Different World Skeleton		
581	Odyssey	Witch Pirate 	เป็นโจรสลัดแล้วจะได้รับอิสระเชียวนะ!
582	Slave ship Bodyguard		
583	Odyssey	Witch Pirate 	รอให้เจ้ากลายเป็นโจรสลัดผที่ยิ่งใหญ่ก่อน แล้วค่อยมาท้าข้า!
584	Insurrection  Female Prisoner		
585	Edward	Black Braids	เหมียวต้องการจะฆ่าคุณ!
586	Edward	Black Braids	
587	Khayredin	Red Beard	Poseidon ผู้ยิ่งใหญ่ชนะศึกสงครามแห่งท้องมหาสมุทร!
588	Bismarck	Admiral	<text style="79">[52508002]</text> ของข้า คือเรือรบที่ไม่มีวันจม
589	Admiral		
590	Navy soldier		
591	Robert	Baron The Pirate	
592	Isoroku Yamamoto	Commando Commander	ท่านคิดจะท้าประลองกับข้าตัวต่อตัวไหม?
593	Marines		
594	Plato	Genius Prime Minister	ศพท่านมหาปุโรหิต Icu  ได้ถูกฝังไว้ที่นี่ ข้าต้องขุดนำศพท่านขึ้นมา!
595	Odyssey	Witch Pirate 	กฎของสมบัติคือใครเป็นผู้พบเจอก่อนคนผู้นั้นจะเป็นเจ้าของสมบัติชิ้นนั้น
596	Vuvuzela		
597	Voodoo Troll		
598	Isoroku Yamamoto	Admiral	ทุกทัพโจมตี!
599	Khayredin		
600	Lion pirates		
601	Angelina	Pirate Princess	เดินเรือไปคาบมหาสมุทรทั้งเจ็ด ข้าต้องการจะจับ <text style="79">[52500087]</text>
602	Princess Pirates		
603	Columbus	Big Sister Captain	เส้นทางเดินเรือข้างหน้านั้นก็คือผืนแผ่นดินที่มีแต่หิมะและน้ำแข็งปกคลุมไปทั่ว
604	Sea Snake		
605	Columbus	Big Sister Captain	ที่นี่คือตำนานของ <text>[52300128]</text> ใช่ไหม? เป็นเพียงอีกโลกหนึ่ง
606	Undead Sea		
607	Skeleton Mate		ฉันจะจับแกมาเป็นทาส!
608	Skeleton Sseaman		
609	AstonLarkin		ขึ้นมา! นักสู้ไม่ใช่ความพ่ายแพ้แต่คือความตาย
610	Orc King modo		
611	Crazy Rose Regina		
612	Misfortune  Adventurer		
613	Fury King Kong		
614	Bloodthirsty Tiger		
615	Misfortune  Adventurer		
616	Blade Fealy Stan		
617	Plato	Genius Prime Minister	เพื่อจะเข้าควบควมเทคโนโลยีทางด้านอาวุธของราชอาณาจักร ข้าต้องเข้าไปน่านน้ำที่อันตรายอีกครั้ง
618	Harpy		
619	Sea Snake		
620	Port transportation		เรือขนส่งทางอากาศของท่าเรือนี้ เดินทางไปกลับ <text style="79">[52500407]</text> น่านฟ้านี้ปกครองโดยเหล่าโจรสลัดแห่งท้องฟ้า ไม่รับประกันความปลอดภัยและทรัพย์สินของท่าน
621	Columbus	Marine Transport Station	เจ้าพร้อมจะบินไปยังขอบฟ้ารึยัง?
622	Elbow	Safe Keeper	ได้นำของที่อยู่ในตู้นิรภัยมารึเปล่า? จำได้ว่า ฝากเก็บไว้ในห่อพัสดุที่ล้วนจำกัดระยะเวลาฝาก!
623	George	Redeem Officer	ข้านั้นชื่นชอบการดื่มเหล้าและการกลั่นเหล้า แม้ว่าตอนนี้ข้าจะรู้มาไม่เยอะแต่ได้รับของบางสิ่งบางอย่างมา! ก่อนจะเข้าร่วมองค์กรก็มีมาหาข้าแลกเปลี่ยนวัสดุแร่ธาตุกับข้าก่อนแล้ว
